"Artist Name";"Net Revenue"
"unsync, Astaroth";4.614584601195000
"w0rsty, athysue";4.510298732085001
"maryy, w0rsty";4.502885832635999
"destroy sally, beQUITE";4.373826077084000
oyrhh;4.067632165561000
"rockluv, lil fruity";4.024513683125000
"no life";3.891251886111002
"МОЛОДОЙ ПАКЕТ, supb0ii";3.797379244401000
"STARLEAN, щкёрт";3.761469829521999
onq;3.615237315983000
"agata.purl, lunsage";3.570424269348001
Paskeka;3.548999691504001
"тенда, kweetee";3.509093741091000
asiminatsuki;3.405688527263000
"PLUGG&SAD, клайд";3.217505036876000
"DELFIKSTAF, MXFFXN";2.972889503387000
Guess;2.969448583098000
"BULAT, MC Politach";2.908732001021000
evee;2.905057549181000
"onwq, destroy sally";2.835248157275000
"ILUV, Yaggi";2.828876182604000
GUESS;2.818036202392000
"деформация воспоминаний";2.817159544771000
"LALLLEK, .youngfox";2.782200289489001
sqwezbaby!;2.759860721042000
kissmychopa;2.597587712800000
disa;2.510227718149000
кортнии;2.453073055803000
"Yaggi, ILUV, CBmainer";2.443588975541001
ruri;2.209661422499000
hirukv;2.173871577959000
"Yuppe, Clout Chazer, Xtaozii, Воздух";2.093785192091000
STARLEAN;2.041991740172000
hydra;2.010234594455000
lunsage;2.000785427524000
akiraku;1.925004025494000
qurial;1.792552687091000
"фэтби, YOUNG KIT";1.791230559856000
awful;1.565216840661000
"AlwaysAlone, Sencho, reuzy";1.534642712965000
"Слимак, Diabllic, hpbloo";1.508645841302000
"VIRGIN 4EVER";1.474435290951000
legrinn;1.465206290473000
"лил чича, тенда";1.364138535302000
ILUV;1.308319044398000
"YNG ShadoW";1.297699209314000
Drunkendogs;1.276997540538000
"BULAT, DOLLARDOLLY";1.188305227821000
"КВЭЛ, венди";1.181028750765000
AlwaysAlone;1.090289112894000
"destroy sally, Yukisoru";0.922570817461000
"portxlpng, deadrose$";0.901176398317000
OQWEED;0.894606400871000
BLIXOT;0.862711067903000
Mauve!;0.787115339992000
"BULAT, LYAX";0.742605298019000
USHI04;0.693370090390000
warsy!;0.676780944427000
Yatokora;0.586157726256000
"Avenue Star, Ecsta";0.544634763476000
Louxcie;0.512757773905000
Virginw0lk;0.493885409079000
kimey;0.469046701383000
"AlwaysAlone, Sencho, Жан Робер, helllayge, reuzy";0.460360537243000
"MAY DIE, Джокес";0.457572239960000
"frommee, oyrhh";0.413112572502000
bezdxrnost;0.349874040349000
венди;0.337619516254000
exbeloved;0.318563114329000
"MAY DIE";0.274056839190000
Mesha;0.241984965452000
"Yukisoru, di4umi";0.240926849854000
Тiшайший;0.235215325373000
DisMask;0.217108993829000
stupidaxou;0.184668514711000
"Yukisoru, oukoo";0.157663809925000
qiw1;0.149354080136000
DUNKE;0.141796579981000
ambientears;0.134816514162000
quell;0.134594809986000
Kyrusibir1;0.129581197778000
yungxclub!;0.127493732382000
PHEONSHY;0.127459164463000
LiLEmpty;0.125371009096000
"LiLEmpty, EeAaZzYy";0.116872164643000
щкёрт;0.110877689723000
"RS Glizzy";0.099918560025000
ЯросLove;0.099438922603000
YANKI;0.065820667173000
"maryy, Финнкун";0.050113324847000
дисторшн;0.039177222221000
deivo;0.030380585013000
soyya;0.026228473001000
whatyou;0.012821003777000
kiddxguarden;0.009232747009000
"rockluv, smart punk";0.006825151868000
"недыши, smart punk";0.003214583344000
aokigahara;-0.052070277237000
"Hxxic999, aokigahara, zums";-7.459342768124000
